:::MLLOG {"namespace": "", "time_ms": 1634340425485, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "maskrcnn", "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/utils/mlperf_logger.py", "lineno": 77}}
:::MLLOG {"namespace": "", "time_ms": 1634340950238, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 10878.29711486621, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340951378, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024937237826260655, "data": 0.0013176910804979728, "loss": 1.045801735737107, "loss_classifier": 0.36232723351680873, "loss_box_reg": 0.14270843365067148, "loss_mask": 0.37486399378740426, "loss_objectness": 0.0902154944340388, "loss_rpn_box_reg": 0.07568657993723525, "throughput": 10907.382842279549}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1650}}
:::MLLOG {"namespace": "", "time_ms": 1634340951378, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 10907.382842279549, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340952439, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": {"BBOX": 0.19697189172482696, "SEGM": 0.19867361265603173}, "metadata": {"file": "tools/train_mlperf.py", "lineno": 282, "epoch_num": 3}}
:::MLLOG {"namespace": "", "time_ms": 1634340952439, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 283, "epoch_num": 3}}
:::MLLOG {"namespace": "", "time_ms": 1634340952534, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02488410290549783, "data": 0.0012926516813390396, "loss": 1.0391189264900544, "loss_classifier": 0.3589551439903238, "loss_box_reg": 0.14224558016127564, "loss_mask": 0.3727821789944873, "loss_objectness": 0.08924008020692889, "loss_rpn_box_reg": 0.07589594242193819, "throughput": 10930.673331201544}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1700}}
:::MLLOG {"namespace": "", "time_ms": 1634340952535, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 10930.673331201544, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340953166, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 294, "epoch_num": 4}}
:::MLLOG {"namespace": "", "time_ms": 1634340953166, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 295, "first_epoch_num": 4}}
:::MLLOG {"namespace": "", "time_ms": 1634340953166, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 296, "epoch_num": 4}}
:::MLLOG {"namespace": "", "time_ms": 1634340953168, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 336, "first_epoch_num": 5, "epoch_count": 1}}
:::MLLOG {"namespace": "", "time_ms": 1634340953168, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 337, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634340953694, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024835624286106653, "data": 0.0012668537412370954, "loss": 1.0303277067073753, "loss_classifier": 0.35558821630850435, "loss_box_reg": 0.14137894199794995, "loss_mask": 0.3701866924847875, "loss_objectness": 0.08806586187758617, "loss_rpn_box_reg": 0.07510799304239585, "throughput": 10952.009777026627}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1750}}
:::MLLOG {"namespace": "", "time_ms": 1634340953694, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 10952.009777026627, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340954859, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024793334669537013, "data": 0.0012344720628526475, "loss": 1.0212253260032997, "loss_classifier": 0.3519759170203987, "loss_box_reg": 0.14016935021364063, "loss_mask": 0.36698270025352636, "loss_objectness": 0.08735089095826779, "loss_rpn_box_reg": 0.07474646655309092, "throughput": 10970.69045472935}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1800}}
:::MLLOG {"namespace": "", "time_ms": 1634340954860, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 10970.69045472935, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340955994, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024736623635163178, "data": 0.0012038439673346443, "loss": 1.0148793714433102, "loss_classifier": 0.3488781537900905, "loss_box_reg": 0.1391299654954293, "loss_mask": 0.3655409993795124, "loss_objectness": 0.08701500229034069, "loss_rpn_box_reg": 0.07431524935074629, "throughput": 10995.841793596732}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1850}}
:::MLLOG {"namespace": "", "time_ms": 1634340955994, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 10995.841793596732, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340957137, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02468698965875726, "data": 0.001174815955914949, "loss": 1.0087355301725236, "loss_classifier": 0.34661363838240505, "loss_box_reg": 0.13860672092830895, "loss_mask": 0.36330862511537576, "loss_objectness": 0.08610393762882602, "loss_rpn_box_reg": 0.07410260689086404, "throughput": 11017.949282589541}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1900}}
:::MLLOG {"namespace": "", "time_ms": 1634340957137, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11017.949282589541, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340958268, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024633937860146546, "data": 0.0011473357371794871, "loss": 1.0024839853017757, "loss_classifier": 0.3443023351264688, "loss_box_reg": 0.13815243684334286, "loss_mask": 0.36119497839265907, "loss_objectness": 0.08527476553829053, "loss_rpn_box_reg": 0.07355946823878465, "throughput": 11041.677605270288}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1950}}
:::MLLOG {"namespace": "", "time_ms": 1634340958268, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11041.677605270288, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340959425, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024596951007843017, "data": 0.0011212071180343628, "loss": 0.9972355946823954, "loss_classifier": 0.34147295042406767, "loss_box_reg": 0.1376326065757874, "loss_mask": 0.3592999668326229, "loss_objectness": 0.08519014564156532, "loss_rpn_box_reg": 0.07363992417811824, "throughput": 11058.281163111222}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2000}}
:::MLLOG {"namespace": "", "time_ms": 1634340959426, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11058.281163111222, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340960588, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024563992197920638, "data": 0.001096435407312905, "loss": 0.99270797558674, "loss_classifier": 0.3396181222296706, "loss_box_reg": 0.1373977116577694, "loss_mask": 0.3573423893840575, "loss_objectness": 0.08449892757960209, "loss_rpn_box_reg": 0.07385082383809055, "throughput": 11073.118644901093}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2050}}
:::MLLOG {"namespace": "", "time_ms": 1634340960588, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11073.118644901093, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340961720, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024518386749994188, "data": 0.0010727477073669434, "loss": 0.985497878137089, "loss_classifier": 0.33684378454461694, "loss_box_reg": 0.1367722680109778, "loss_mask": 0.35534679634585264, "loss_objectness": 0.08352090222051456, "loss_rpn_box_reg": 0.07301412595146324, "throughput": 11093.715209466809}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2100}}
:::MLLOG {"namespace": "", "time_ms": 1634340961720, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11093.715209466809, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340962362, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": {"BBOX": 0.23531994499341005, "SEGM": 0.23252308963803012}, "metadata": {"file": "tools/train_mlperf.py", "lineno": 282, "epoch_num": 4}}
:::MLLOG {"namespace": "", "time_ms": 1634340962362, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 283, "epoch_num": 4}}
:::MLLOG {"namespace": "", "time_ms": 1634340962866, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024481173781461495, "data": 0.0010590380291606106, "loss": 0.9795179016368334, "loss_classifier": 0.3346395126279703, "loss_box_reg": 0.1361728619095894, "loss_mask": 0.3533868142858494, "loss_objectness": 0.08267856307587651, "loss_rpn_box_reg": 0.07264014863280503, "throughput": 11110.578374553817}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2150}}
:::MLLOG {"namespace": "", "time_ms": 1634340962866, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11110.578374553817, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340963094, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 294, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634340963094, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 295, "first_epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634340963095, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 296, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634340963096, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 336, "first_epoch_num": 6, "epoch_count": 1}}
:::MLLOG {"namespace": "", "time_ms": 1634340963096, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 337, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634340964037, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02445714777166193, "data": 0.0010430108417164195, "loss": 0.9737820196016268, "loss_classifier": 0.3326029437644915, "loss_box_reg": 0.1353289055297747, "loss_mask": 0.3518209157139063, "loss_objectness": 0.08181132020090114, "loss_rpn_box_reg": 0.07221793334964208, "throughput": 11121.49309230415}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2200}}
:::MLLOG {"namespace": "", "time_ms": 1634340964037, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11121.49309230415, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340965177, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024420322736104328, "data": 0.0010220840242173936, "loss": 0.9684711115029123, "loss_classifier": 0.3309822073049015, "loss_box_reg": 0.13504073376635223, "loss_mask": 0.3500107521116734, "loss_objectness": 0.08082289821820127, "loss_rpn_box_reg": 0.07161451898901983, "throughput": 11138.263934483572}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2250}}
:::MLLOG {"namespace": "", "time_ms": 1634340965177, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11138.263934483572, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340966372, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02440867807554162, "data": 0.0010020692452140476, "loss": 0.9638513086995353, "loss_classifier": 0.32932110258337594, "loss_box_reg": 0.1346341027045332, "loss_mask": 0.34876345117454943, "loss_objectness": 0.08015203762880486, "loss_rpn_box_reg": 0.0709806134096858, "throughput": 11143.577671768871}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2300}}
:::MLLOG {"namespace": "", "time_ms": 1634340966372, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11143.577671768871, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340967505, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024371839482733543, "data": 0.00098293071097516, "loss": 0.9584724167940465, "loss_classifier": 0.32750150097335906, "loss_box_reg": 0.13430730438189153, "loss_mask": 0.34703418786855456, "loss_objectness": 0.07927258674134599, "loss_rpn_box_reg": 0.07035683562951855, "throughput": 11160.421444294385}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2350}}
:::MLLOG {"namespace": "", "time_ms": 1634340967506, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11160.421444294385, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340968640, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02433688670396805, "data": 0.0009645988543828328, "loss": 0.9537519296258687, "loss_classifier": 0.325398606613356, "loss_box_reg": 0.13379214528300343, "loss_mask": 0.34515856536105277, "loss_objectness": 0.07914530078725268, "loss_rpn_box_reg": 0.07025731045405943, "throughput": 11176.450106728373}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2400}}
:::MLLOG {"namespace": "", "time_ms": 1634340968640, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11176.450106728373, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340969782, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024306162912018446, "data": 0.0009469523721811723, "loss": 0.9488420480915478, "loss_classifier": 0.3234352949037388, "loss_box_reg": 0.1330172263789307, "loss_mask": 0.34391656480577526, "loss_objectness": 0.07834372922093892, "loss_rpn_box_reg": 0.07012923159284935, "throughput": 11190.577508451845}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2450}}
:::MLLOG {"namespace": "", "time_ms": 1634340969782, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11190.577508451845, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340970913, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024272385311126708, "data": 0.000930123233795166, "loss": 0.9462407730162143, "loss_classifier": 0.32297583901397886, "loss_box_reg": 0.13329034135921233, "loss_mask": 0.34245597165822983, "loss_objectness": 0.07778386571481824, "loss_rpn_box_reg": 0.06973475399855525, "throughput": 11206.150385034982}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2500}}
:::MLLOG {"namespace": "", "time_ms": 1634340970913, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11206.150385034982, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340972104, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024263561566670734, "data": 0.0009139180650898055, "loss": 0.9420416888682281, "loss_classifier": 0.32161879271962773, "loss_box_reg": 0.13309295324994297, "loss_mask": 0.34088735146119314, "loss_objectness": 0.07703934262123179, "loss_rpn_box_reg": 0.06940324763329152, "throughput": 11210.225640312781}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2550}}
:::MLLOG {"namespace": "", "time_ms": 1634340972104, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11210.225640312781, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340972342, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": {"BBOX": 0.251892273121888, "SEGM": 0.2430200589695578}, "metadata": {"file": "tools/train_mlperf.py", "lineno": 282, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634340972342, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 283, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634340973063, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 294, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634340973064, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 295, "first_epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634340973064, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 296, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634340973066, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 336, "first_epoch_num": 7, "epoch_count": 1}}
:::MLLOG {"namespace": "", "time_ms": 1634340973066, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 337, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1634340973257, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024240675614430354, "data": 0.0009110957842606765, "loss": 0.9385216014717634, "loss_classifier": 0.3203531357592258, "loss_box_reg": 0.13280525978441787, "loss_mask": 0.33952931304247336, "loss_objectness": 0.07656404956888695, "loss_rpn_box_reg": 0.06926984204855846, "throughput": 11220.809367131655}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2600}}
:::MLLOG {"namespace": "", "time_ms": 1634340973258, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11220.809367131655, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340974391, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02421094336599674, "data": 0.0008959142217096293, "loss": 0.9343770212609813, "loss_classifier": 0.3186852735945217, "loss_box_reg": 0.13255919137374209, "loss_mask": 0.338125062988333, "loss_objectness": 0.07590350319543537, "loss_rpn_box_reg": 0.06910398896685846, "throughput": 11234.58908181218}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2650}}
:::MLLOG {"namespace": "", "time_ms": 1634340974391, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11234.58908181218, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340975555, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024193650086720784, "data": 0.0008813206354777018, "loss": 0.931037238449962, "loss_classifier": 0.31709548195306625, "loss_box_reg": 0.13251470818807207, "loss_mask": 0.336599855410556, "loss_objectness": 0.07571201794677311, "loss_rpn_box_reg": 0.06911517374194874, "throughput": 11242.619407366446}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2700}}
:::MLLOG {"namespace": "", "time_ms": 1634340975555, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11242.619407366446, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340976724, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024179009090770375, "data": 0.0008672197515314276, "loss": 0.9272311025695368, "loss_classifier": 0.3157058764645322, "loss_box_reg": 0.13228573287856113, "loss_mask": 0.3352108810069886, "loss_objectness": 0.07521931457248601, "loss_rpn_box_reg": 0.06880929640256164, "throughput": 11249.427095166939}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2750}}
:::MLLOG {"namespace": "", "time_ms": 1634340976724, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11249.427095166939, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340977892, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02416441057409559, "data": 0.0008536452054977418, "loss": 0.9238408913729447, "loss_classifier": 0.31462311227040896, "loss_box_reg": 0.1318286389984118, "loss_mask": 0.3344031816148864, "loss_objectness": 0.07449832025981908, "loss_rpn_box_reg": 0.068487637077664, "throughput": 11256.223244757553}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2800}}
:::MLLOG {"namespace": "", "time_ms": 1634340977892, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11256.223244757553, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340979023, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024137523299769353, "data": 0.0008405083940740217, "loss": 0.920070509915812, "loss_classifier": 0.31322744739977154, "loss_box_reg": 0.13136823125969757, "loss_mask": 0.3331304488487934, "loss_objectness": 0.07391490332390133, "loss_rpn_box_reg": 0.06842947782294033, "throughput": 11268.761778993254}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2850}}
:::MLLOG {"namespace": "", "time_ms": 1634340979023, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11268.761778993254, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340980159, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024112785849077948, "data": 0.0008275799093575313, "loss": 0.914904264884776, "loss_classifier": 0.3110135694429407, "loss_box_reg": 0.13039038597302904, "loss_mask": 0.3321637945378135, "loss_objectness": 0.07332871582294846, "loss_rpn_box_reg": 0.06800779769557391, "throughput": 11280.322468853223}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2900}}
:::MLLOG {"namespace": "", "time_ms": 1634340980159, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11280.322468853223, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340981291, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024087936918614276, "data": 0.0008153190451153254, "loss": 0.9107080138878803, "loss_classifier": 0.30965043843329204, "loss_box_reg": 0.12983963091417586, "loss_mask": 0.3307204840092336, "loss_objectness": 0.07284497909374156, "loss_rpn_box_reg": 0.0676524799637461, "throughput": 11291.959162754547}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2950}}
:::MLLOG {"namespace": "", "time_ms": 1634340981291, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11291.959162754547, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340982274, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": {"BBOX": 0.2698331154548652, "SEGM": 0.25958395628423653}, "metadata": {"file": "tools/train_mlperf.py", "lineno": 282, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634340982274, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 283, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634340982469, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024079071442286173, "data": 0.0008101464907328288, "loss": 0.9079332939349115, "loss_classifier": 0.30850288602057846, "loss_box_reg": 0.12965729117581565, "loss_mask": 0.33012005222340424, "loss_objectness": 0.07252201292105019, "loss_rpn_box_reg": 0.06713105014858108, "throughput": 11296.116656821345}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 3000}}
:::MLLOG {"namespace": "", "time_ms": 1634340982469, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11296.116656821345, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634340983012, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 294, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1634340983012, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 295, "first_epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1634340983012, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 296, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1634340983014, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 336, "first_epoch_num": 8, "epoch_count": 1}}
:::MLLOG {"namespace": "", "time_ms": 1634340983014, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 337, "epoch_num": 8}}
